Number,Date,Hour,Store,Sales,Total,Card
2646,2012-01-01,11:07,Hialeah,Garden,278.2,Discover
2647,2012-01-01,11:07,Milwaukee,Pet Supplies,182.65,Cash
2648,2012-01-01,11:07,Memphis,Children's Clothing,191.02,Amex
2649,2012-01-01,11:07,Baltimore,Consumer Electronics,467.56,Amex
2650,2012-01-01,11:07,Jacksonville,Music,49.09,Cash
2651,2012-01-01,11:08,Denver,Garden,383.24,Visa
2652,2012-01-01,11:08,Atlanta,Video Games,402.4,MasterCard
2653,2012-01-01,11:08,Newark,Pet Supplies,491.86,MasterCard
2654,2012-01-01,11:08,Washington,Children's Clothing,260.38,Amex
2655,2012-01-01,11:08,Denver,Consumer Electronics,120.47,MasterCard
2656,2012-01-01,11:08,Dallas,Toys,215.35,MasterCard
2657,2012-01-01,11:08,Fort Wayne,Women's Clothing,372.18,Discover
2658,2012-01-01,11:08,Glendale,Women's Clothing,154.49,Discover
2659,2012-01-01,11:08,Newark,Cameras,477.45,Visa
2660,2012-01-01,11:08,Plano,Books,466.9,Visa
2661,2012-01-01,11:08,Detroit,Sporting Goods,20.44,Visa
2662,2012-01-01,11:08,Minneapolis,Toys,408.22,Amex
2663,2012-01-01,11:08,Las Vegas,Toys,151.03,Cash
2664,2012-01-01,11:08,Norfolk,Video Games,248.51,Cash
2665,2012-01-01,11:08,Fresno,Children's Clothing,417.99,MasterCard
2666,2012-01-01,11:08,Chula Vista,CDs,154.53,Visa
2667,2012-01-01,11:08,Albuquerque,Garden,486.6,Visa
2668,2012-01-01,11:08,San Francisco,Men's Clothing,295.43,Amex
2669,2012-01-01,11:08,Honolulu,Computers,414.79,Cash
2670,2012-01-01,11:08,Toledo,Men's Clothing,264.65,Amex
2671,2012-01-01,11:08,Jacksonville,Men's Clothing,479.92,Visa
2672,2012-01-01,11:08,Nashville,Crafts,392.72,Cash
2673,2012-01-01,11:08,Spokane,Music,31.52,Amex
2674,2012-01-01,11:08,Newark,Computers,121.61,Visa
2675,2012-01-01,11:09,Atlanta,Health and Beauty,308.77,Amex
2676,2012-01-01,11:09,Henderson,Men's Clothing,58.58,Visa
2677,2012-01-01,11:09,San Bernardino,Computers,184.05,Visa
2678,2012-01-01,11:09,Birmingham,Toys,452.22,MasterCard
2679,2012-01-01,11:09,Detroit,Garden,493.15,Amex
2680,2012-01-01,11:09,Austin,CDs,256.7,Visa
2681,2012-01-01,11:09,Anchorage,Sporting Goods,171.32,Visa
2682,2012-01-01,11:09,Colorado Springs,Women's Clothing,282.98,Amex
2683,2012-01-01,11:09,Rochester,Consumer Electronics,23.22,MasterCard
2684,2012-01-01,11:09,Washington,Pet Supplies,479.99,Visa
2685,2012-01-01,11:09,Louisville,DVDs,469.04,Visa
2686,2012-01-01,11:09,Arlington,Video Games,203.23,Visa
2687,2012-01-01,11:09,Milwaukee,DVDs,86.54,MasterCard
2688,2012-01-01,11:09,Gilbert,Sporting Goods,326.92,Amex
2689,2012-01-01,11:09,Greensboro,Toys,466.5,Visa
2690,2012-01-01,11:09,Las Vegas,Pet Supplies,190.28,MasterCard
2691,2012-01-01,11:09,Columbus,Books,175.17,Cash
2692,2012-01-01,11:09,Miami,Health and Beauty,334.61,Amex
2693,2012-01-01,11:10,Buffalo,Computers,468.36,MasterCard
2694,2012-01-01,11:10,Aurora,Women's Clothing,242.98,Amex
2695,2012-01-01,11:10,San Jose,Garden,151.47,Discover
2696,2012-01-01,11:10,San Bernardino,Garden,111.72,Amex
2697,2012-01-01,11:10,Stockton,Video Games,412.59,Amex
2698,2012-01-01,11:10,Philadelphia,Crafts,225.82,Cash
2699,2012-01-01,11:10,St. Petersburg,Video Games,382.41,Cash
2700,2012-01-01,11:10,Milwaukee,DVDs,259.49,Visa
2701,2012-01-01,11:10,Chandler,Crafts,179.45,Cash
2702,2012-01-01,11:10,Seattle,Baby,245.49,Amex
2703,2012-01-01,11:10,Raleigh,DVDs,196.75,Amex
2704,2012-01-01,11:10,Austin,CDs,132.79,Discover
2705,2012-01-01,11:10,Tampa,Pet Supplies,70.49,MasterCard
2706,2012-01-01,11:10,Honolulu,Computers,237.77,Cash
2707,2012-01-01,11:10,Fresno,Consumer Electronics,337.41,MasterCard
2708,2012-01-01,11:10,Newark,DVDs,135.86,Discover
2709,2012-01-01,11:10,Gilbert,Cameras,134.25,Visa
2710,2012-01-01,11:10,Richmond,CDs,483.82,Visa
2711,2012-01-01,11:10,Chula Vista,CDs,499.42,Visa
2712,2012-01-01,11:10,Orlando,Music,217.16,Visa
2713,2012-01-01,11:10,Indianapolis,Women's Clothing,486.71,Discover
2714,2012-01-01,11:10,Phoenix,Video Games,68.41,Discover
2715,2012-01-01,11:11,Scottsdale,Men's Clothing,384.67,MasterCard
2716,2012-01-01,11:11,Raleigh,Toys,146.07,MasterCard
2717,2012-01-01,11:11,Greensboro,Women's Clothing,187.69,Discover
2718,2012-01-01,11:11,Minneapolis,Books,444,MasterCard
2719,2012-01-01,11:11,Cleveland,Children's Clothing,176.66,Visa
2720,2012-01-01,11:11,New York,Books,170.65,Visa
2721,2012-01-01,11:11,Dallas,Toys,248.55,Amex
2722,2012-01-01,11:11,Chandler,Computers,58.76,Cash
2723,2012-01-01,11:11,Toledo,Sporting Goods,452.1,Discover
2724,2012-01-01,11:11,Greensboro,Men's Clothing,489.29,Amex
2725,2012-01-01,11:11,Colorado Springs,Children's Clothing,156.32,MasterCard
2726,2012-01-01,11:11,Oakland,Baby,70.82,Discover
2727,2012-01-01,11:11,Plano,Pet Supplies,348.66,MasterCard
2728,2012-01-01,11:11,Anchorage,Video Games,414.42,Cash
2729,2012-01-01,11:11,Santa Ana,Sporting Goods,456.6,Discover
2730,2012-01-01,11:11,San Francisco,Children's Clothing,469.01,Visa
2731,2012-01-01,11:11,Bakersfield,Toys,325.24,Cash
2732,2012-01-01,11:11,St. Petersburg,Baby,335.68,Discover
2733,2012-01-01,11:11,Boise,Children's Clothing,291.02,Amex
2734,2012-01-01,11:12,St. Petersburg,Health and Beauty,317.11,Visa
2735,2012-01-01,11:12,North Las Vegas,Baby,45.16,Visa
2736,2012-01-01,11:12,Reno,Baby,189.9,Discover
2737,2012-01-01,11:12,Oakland,Music,324.5,Discover
2738,2012-01-01,11:12,Jacksonville,Consumer Electronics,216.75,Visa
2739,2012-01-01,11:12,Miami,Garden,317.11,Discover
2740,2012-01-01,11:12,Virginia Beach,DVDs,267.52,Discover
2741,2012-01-01,11:12,Plano,Computers,38.94,Visa
2742,2012-01-01,11:12,Chula Vista,Pet Supplies,427.55,MasterCard
2743,2012-01-01,11:12,Memphis,Computers,393.85,Cash
2744,2012-01-01,11:12,Anaheim,Books,197.89,Cash
2745,2012-01-01,11:12,Aurora,Men's Clothing,94.67,Cash
2746,2012-01-01,11:12,San Bernardino,Books,218.11,Visa
2747,2012-01-01,11:12,Rochester,Sporting Goods,96.25,Visa
2748,2012-01-01,11:12,Las Vegas,Men's Clothing,245.51,Cash
2749,2012-01-01,11:12,Chandler,Baby,491.61,Cash
2750,2012-01-01,11:12,Hialeah,Garden,138.01,Discover
2751,2012-01-01,11:12,Glendale,Health and Beauty,142.24,MasterCard
2752,2012-01-01,11:12,Austin,Video Games,404.63,Amex
2753,2012-01-01,11:12,Pittsburgh,Pet Supplies,185.48,Discover
2754,2012-01-01,11:12,Boston,Men's Clothing,477.44,Visa
2755,2012-01-01,11:12,St. Petersburg,Baby,410.8,Visa
2756,2012-01-01,11:12,Durham,Crafts,44.41,MasterCard
2757,2012-01-01,11:13,Tulsa,Video Games,146.01,Amex
2758,2012-01-01,11:13,New Orleans,Cameras,122.39,Visa
2759,2012-01-01,11:13,Minneapolis,DVDs,263.81,Discover
2760,2012-01-01,11:13,Reno,Video Games,301.67,Discover
2761,2012-01-01,11:13,Orlando,Pet Supplies,443.25,Amex
2762,2012-01-01,11:13,Jacksonville,Video Games,259.38,MasterCard
2763,2012-01-01,11:13,Denver,Garden,88.14,Discover
2764,2012-01-01,11:13,Norfolk,Consumer Electronics,321.67,MasterCard
2765,2012-01-01,11:13,Boston,Pet Supplies,386.02,Discover
2766,2012-01-01,11:13,Pittsburgh,Men's Clothing,118.51,Amex
2767,2012-01-01,11:13,Glendale,Health and Beauty,402.01,Cash
2768,2012-01-01,11:13,Baton Rouge,Cameras,300.94,MasterCard
2769,2012-01-01,11:13,Pittsburgh,Cameras,51.76,Cash
2770,2012-01-01,11:13,Anchorage,Garden,130.38,Amex
2771,2012-01-01,11:13,Boston,Crafts,327.56,Visa
2772,2012-01-01,11:13,Stockton,Women's Clothing,17.35,MasterCard
2773,2012-01-01,11:13,Hialeah,Women's Clothing,399.33,MasterCard
2774,2012-01-01,11:13,Corpus Christi,Pet Supplies,123.58,Visa
2775,2012-01-01,11:13,Oakland,DVDs,254.86,Visa
2776,2012-01-01,11:13,Omaha,CDs,120.27,Visa
2777,2012-01-01,11:13,Madison,Garden,429.61,Visa
2778,2012-01-01,11:13,Colorado Springs,Cameras,28.68,Cash
2779,2012-01-01,11:14,Laredo,Computers,2.76,Amex
2780,2012-01-01,11:14,Phoenix,Children's Clothing,153.44,Visa
2781,2012-01-01,11:14,Memphis,Cameras,81.32,Visa
2782,2012-01-01,11:14,Chula Vista,Men's Clothing,61.88,Discover
2783,2012-01-01,11:14,New York,Garden,193.95,Discover
2784,2012-01-01,11:14,Seattle,Video Games,48.25,Visa
2785,2012-01-01,11:14,Cleveland,Pet Supplies,397.97,Discover
2786,2012-01-01,11:14,Oakland,Music,57.24,Amex
2787,2012-01-01,11:14,Anchorage,Crafts,190.53,Amex
2788,2012-01-01,11:14,Washington,Pet Supplies,343.77,Discover
2789,2012-01-01,11:14,Austin,Crafts,208.8,Cash
2790,2012-01-01,11:14,Plano,Toys,270.72,MasterCard
2791,2012-01-01,11:14,Colorado Springs,Pet Supplies,268.95,MasterCard
2792,2012-01-01,11:14,Stockton,Toys,270.29,Discover
2793,2012-01-01,11:14,San Jose,Books,66.69,Amex
2794,2012-01-01,11:14,Irvine,Music,245.98,Discover
2795,2012-01-01,11:14,Austin,Consumer Electronics,244.33,Discover
2796,2012-01-01,11:14,Gilbert,Women's Clothing,379.01,Visa
2797,2012-01-01,11:14,Tulsa,Cameras,190.78,MasterCard
2798,2012-01-01,11:15,San Bernardino,Toys,404.91,Visa
2799,2012-01-01,11:15,Tucson,Video Games,331.27,Amex
2800,2012-01-01,11:15,Orlando,Crafts,388.52,Discover
2801,2012-01-01,11:15,Arlington,Women's Clothing,150.37,Cash
2802,2012-01-01,11:15,Chicago,Garden,30.64,Cash
2803,2012-01-01,11:15,Riverside,Health and Beauty,241.89,Cash
2804,2012-01-01,11:15,New York,Music,22.34,Visa
2805,2012-01-01,11:15,Minneapolis,CDs,225.85,MasterCard
2806,2012-01-01,11:15,Los Angeles,Books,19.57,MasterCard
2807,2012-01-01,11:15,Las Vegas,Garden,420.73,Cash
2808,2012-01-01,11:15,Boston,Computers,323.21,MasterCard
2809,2012-01-01,11:15,Riverside,Pet Supplies,419.96,Visa
2810,2012-01-01,11:15,Fremont,Music,28.09,MasterCard
2811,2012-01-01,11:15,Portland,Video Games,111.2,MasterCard
2812,2012-01-01,11:15,Bakersfield,DVDs,52.33,Discover
2813,2012-01-01,11:15,Irvine,Consumer Electronics,141.7,Amex
2814,2012-01-01,11:15,Wichita,Music,97.33,Amex
2815,2012-01-01,11:15,Cincinnati,Garden,268.17,MasterCard
2816,2012-01-01,11:15,San Diego,Video Games,472.06,MasterCard
2817,2012-01-01,11:15,St. Petersburg,Computers,464.34,Amex
2818,2012-01-01,11:15,Baton Rouge,Consumer Electronics,284.87,Cash
2819,2012-01-01,11:15,Fresno,Pet Supplies,352.59,Visa
2820,2012-01-01,11:16,Tucson,Sporting Goods,21.7,MasterCard
2821,2012-01-01,11:16,Oklahoma City,Toys,296.86,Discover
2822,2012-01-01,11:16,Henderson,Books,259.97,Discover
2823,2012-01-01,11:16,San Bernardino,CDs,149.04,Discover
2824,2012-01-01,11:16,Pittsburgh,Garden,330.15,Visa
2825,2012-01-01,11:16,Fremont,Consumer Electronics,127.3,Amex
2826,2012-01-01,11:16,Gilbert,Children's Clothing,110.78,Amex
2827,2012-01-01,11:16,Stockton,Men's Clothing,389.08,Cash
2828,2012-01-01,11:16,Los Angeles,Books,444.7,MasterCard
2829,2012-01-01,11:16,Fort Wayne,Health and Beauty,18.14,Cash
2830,2012-01-01,11:16,Boise,Cameras,287.02,Amex
2831,2012-01-01,11:16,Mesa,Toys,89.61,Amex
2832,2012-01-01,11:16,Denver,Books,388.1,Visa
2833,2012-01-01,11:16,Richmond,Sporting Goods,410.49,Visa
2834,2012-01-01,11:16,Denver,Books,295.09,Discover
2835,2012-01-01,11:16,Atlanta,Video Games,263.73,Amex
2836,2012-01-01,11:16,Washington,CDs,414.89,Cash
2837,2012-01-01,11:16,Albuquerque,Garden,238.17,Amex
2838,2012-01-01,11:16,Las Vegas,Computers,352.87,Cash
2839,2012-01-01,11:16,Atlanta,Sporting Goods,419.96,Amex
2840,2012-01-01,11:17,San Francisco,Toys,101.07,Amex
2841,2012-01-01,11:17,Scottsdale,CDs,202.08,Discover
2842,2012-01-01,11:17,Detroit,Men's Clothing,401.3,Cash
2843,2012-01-01,11:17,Chicago,Children's Clothing,38.99,Visa
2844,2012-01-01,11:17,Kansas City,Crafts,419.83,Amex
2845,2012-01-01,11:17,Mesa,CDs,343.55,Cash
2846,2012-01-01,11:17,Sacramento,Baby,398.73,MasterCard
2847,2012-01-01,11:17,El Paso,Garden,390.78,Visa
2848,2012-01-01,11:17,Bakersfield,Consumer Electronics,75.38,Cash
2849,2012-01-01,11:17,Lincoln,Toys,431.03,Visa
2850,2012-01-01,11:17,Madison,Men's Clothing,95.01,Cash
2851,2012-01-01,11:17,Plano,DVDs,210.89,Cash
2852,2012-01-01,11:17,Fort Worth,Books,237.03,Cash
2853,2012-01-01,11:17,San Antonio,Women's Clothing,430.11,Amex
2854,2012-01-01,11:17,Los Angeles,Cameras,369.57,Cash
2855,2012-01-01,11:17,Wichita,Men's Clothing,402.9,Visa
2856,2012-01-01,11:17,Las Vegas,Sporting Goods,113.12,Amex
2857,2012-01-01,11:17,Chula Vista,Children's Clothing,251.49,Discover
2858,2012-01-01,11:17,Chesapeake,Children's Clothing,343.12,Amex
2859,2012-01-01,11:17,Chandler,Sporting Goods,81.15,Discover
2860,2012-01-01,11:17,Memphis,Sporting Goods,180.8,Cash
2861,2012-01-01,11:17,Virginia Beach,Consumer Electronics,57.16,MasterCard
2862,2012-01-01,11:17,Chicago,Baby,147.16,Amex
2863,2012-01-01,11:17,Seattle,Video Games,372.38,Cash
2864,2012-01-01,11:18,Hialeah,Cameras,266.58,Amex
2865,2012-01-01,11:18,Chesapeake,Pet Supplies,106.86,Amex
2866,2012-01-01,11:18,Baltimore,Health and Beauty,104.3,Amex
2867,2012-01-01,11:18,Irving,Video Games,11.14,Amex
2868,2012-01-01,11:18,Albuquerque,Computers,183.43,Discover
2869,2012-01-01,11:18,Buffalo,Computers,363.08,Cash
2870,2012-01-01,11:18,Milwaukee,Health and Beauty,107.04,MasterCard
2871,2012-01-01,11:18,Lexington,Consumer Electronics,406.53,Visa
2872,2012-01-01,11:18,San Jose,Computers,315.89,Visa
2873,2012-01-01,11:18,Minneapolis,Men's Clothing,232.61,Visa
2874,2012-01-01,11:18,Philadelphia,Consumer Electronics,162.63,Discover
2875,2012-01-01,11:18,Albuquerque,Crafts,290.46,Visa
2876,2012-01-01,11:18,Detroit,Books,206.68,Visa
2877,2012-01-01,11:18,Colorado Springs,Garden,493.34,MasterCard
2878,2012-01-01,11:18,Richmond,CDs,381.01,MasterCard
2879,2012-01-01,11:18,Buffalo,Baby,31.29,Cash
2880,2012-01-01,11:18,Las Vegas,Sporting Goods,101.64,Cash
2881,2012-01-01,11:18,Lexington,Cameras,403.62,MasterCard
2882,2012-01-01,11:18,North Las Vegas,Crafts,398.07,Amex
2883,2012-01-01,11:18,Lubbock,Women's Clothing,487.49,Visa
2884,2012-01-01,11:19,Aurora,Women's Clothing,343.87,Visa
2885,2012-01-01,11:19,North Las Vegas,Consumer Electronics,52,Cash
2886,2012-01-01,11:19,Detroit,CDs,497.48,Discover
2887,2012-01-01,11:19,Pittsburgh,CDs,485.91,Discover
2888,2012-01-01,11:19,Colorado Springs,Cameras,498.76,Visa
2889,2012-01-01,11:19,Milwaukee,Crafts,160.43,Cash
2890,2012-01-01,11:19,Orlando,Baby,252.49,Visa
2891,2012-01-01,11:19,Las Vegas,Men's Clothing,387.67,MasterCard
2892,2012-01-01,11:19,Portland,Cameras,48.22,Discover
2893,2012-01-01,11:19,Memphis,Baby,206.9,MasterCard
2894,2012-01-01,11:19,Memphis,Sporting Goods,250.16,Visa
2895,2012-01-01,11:19,Tucson,Computers,49.14,Amex
2896,2012-01-01,11:19,Tucson,Cameras,37.93,Visa
2897,2012-01-01,11:19,Dallas,Cameras,453.66,Visa
2898,2012-01-01,11:19,Honolulu,Baby,125.32,Cash
2899,2012-01-01,11:19,Fort Wayne,Consumer Electronics,363.27,Discover
2900,2012-01-01,11:19,Madison,Sporting Goods,50.98,Cash
2901,2012-01-01,11:19,San Diego,Cameras,358.48,MasterCard
2902,2012-01-01,11:19,Pittsburgh,Health and Beauty,156.76,Discover
2903,2012-01-01,11:19,Irving,CDs,358.3,Cash
2904,2012-01-01,11:19,Baltimore,Toys,5.84,Amex
2905,2012-01-01,11:19,Anaheim,Consumer Electronics,117.82,MasterCard
2906,2012-01-01,11:19,Seattle,Crafts,497.67,Visa
2907,2012-01-01,11:20,Madison,Computers,14.1,Visa
2908,2012-01-01,11:20,Arlington,Books,350.22,Cash
2909,2012-01-01,11:20,Fresno,Computers,315.33,Cash
2910,2012-01-01,11:20,Philadelphia,Baby,68.06,MasterCard
2911,2012-01-01,11:20,Fort Worth,DVDs,197.74,Visa
2912,2012-01-01,11:20,Chicago,Women's Clothing,343.36,Discover
2913,2012-01-01,11:20,Bakersfield,Crafts,417.28,Visa
2914,2012-01-01,11:20,Washington,DVDs,97.14,Cash
2915,2012-01-01,11:20,Gilbert,Consumer Electronics,394.6,Amex
2916,2012-01-01,11:20,Minneapolis,Baby,465.05,MasterCard
2917,2012-01-01,11:20,Atlanta,Toys,479.14,MasterCard
2918,2012-01-01,11:20,Virginia Beach,Music,389.8,Discover
2919,2012-01-01,11:20,Phoenix,Video Games,139.68,Cash
2920,2012-01-01,11:20,Scottsdale,Computers,317.21,Cash
2921,2012-01-01,11:20,Richmond,CDs,189.43,Visa
2922,2012-01-01,11:20,Oakland,Toys,455.45,MasterCard
2923,2012-01-01,11:20,Pittsburgh,Cameras,42.28,MasterCard
2924,2012-01-01,11:20,Raleigh,DVDs,465.6,Visa
2925,2012-01-01,11:20,Raleigh,CDs,430.02,Discover
2926,2012-01-01,11:20,Portland,Books,324.47,Cash
2927,2012-01-01,11:20,St. Louis,Women's Clothing,137.67,Visa
2928,2012-01-01,11:21,Austin,DVDs,127.24,Cash
2929,2012-01-01,11:21,Chicago,Children's Clothing,176.5,MasterCard
2930,2012-01-01,11:21,Lubbock,Cameras,172.85,MasterCard
2931,2012-01-01,11:21,Santa Ana,Garden,288.13,Visa
2932,2012-01-01,11:21,Fremont,Consumer Electronics,337.97,Discover
2933,2012-01-01,11:21,St. Petersburg,DVDs,313.38,Discover
2934,2012-01-01,11:21,Albuquerque,Computers,349.77,Cash
2935,2012-01-01,11:21,Laredo,Health and Beauty,232.63,Visa
2936,2012-01-01,11:21,Tucson,Men's Clothing,399.44,Cash
2937,2012-01-01,11:21,Washington,Baby,235.94,MasterCard
2938,2012-01-01,11:21,Chicago,Books,248.84,Cash
2939,2012-01-01,11:21,Wichita,Pet Supplies,225.57,Amex
2940,2012-01-01,11:21,Milwaukee,Toys,271.5,MasterCard
2941,2012-01-01,11:21,Long Beach,Men's Clothing,495.69,Cash
2942,2012-01-01,11:21,El Paso,Children's Clothing,84.55,Discover
2943,2012-01-01,11:21,Oakland,Children's Clothing,270.07,Discover
2944,2012-01-01,11:21,Reno,Children's Clothing,465.82,Visa
2945,2012-01-01,11:22,Raleigh,Books,446.78,Visa
2946,2012-01-01,11:22,Milwaukee,Toys,72.87,Visa
2947,2012-01-01,11:22,Las Vegas,Consumer Electronics,21.5,Visa
2948,2012-01-01,11:22,Jacksonville,Women's Clothing,269.38,Visa
2949,2012-01-01,11:22,Fremont,Crafts,245.57,Cash
2950,2012-01-01,11:22,Glendale,Women's Clothing,379.35,Cash
2951,2012-01-01,11:22,Plano,Women's Clothing,453.8,Cash
2952,2012-01-01,11:22,Charlotte,DVDs,234.6,Discover
2953,2012-01-01,11:22,New Orleans,Cameras,266.9,MasterCard
2954,2012-01-01,11:22,Portland,Baby,23.68,Visa
2955,2012-01-01,11:22,Boston,Garden,89.78,MasterCard
2956,2012-01-01,11:22,Toledo,Pet Supplies,404.48,Discover
2957,2012-01-01,11:22,Plano,Pet Supplies,148.16,Visa
2958,2012-01-01,11:22,Pittsburgh,Sporting Goods,102.53,Discover
2959,2012-01-01,11:22,Hialeah,Pet Supplies,421.09,Visa
2960,2012-01-01,11:22,Colorado Springs,Women's Clothing,336.97,Cash
2961,2012-01-01,11:22,Boston,Books,178.64,MasterCard
2962,2012-01-01,11:22,Stockton,Children's Clothing,91.45,Cash
2963,2012-01-01,11:22,Irving,Pet Supplies,399.72,Amex
2964,2012-01-01,11:22,Detroit,Consumer Electronics,419.85,Visa
2965,2012-01-01,11:22,Jacksonville,Garden,372.83,Discover
2966,2012-01-01,11:22,Glendale,Children's Clothing,240,Cash
2967,2012-01-01,11:23,Honolulu,Sporting Goods,251.91,Amex
2968,2012-01-01,11:23,Baton Rouge,Books,331.85,Visa
2969,2012-01-01,11:23,Fresno,Pet Supplies,92.73,Discover
2970,2012-01-01,11:23,Arlington,Consumer Electronics,187.28,MasterCard
2971,2012-01-01,11:23,St. Louis,Sporting Goods,468.36,Cash
2972,2012-01-01,11:23,Gilbert,Pet Supplies,132.31,Cash
2973,2012-01-01,11:23,Fort Worth,Pet Supplies,329.78,MasterCard
2974,2012-01-01,11:23,Baton Rouge,Crafts,379.47,Discover
2975,2012-01-01,11:23,Jersey City,Toys,183.11,MasterCard
2976,2012-01-01,11:23,San Diego,Computers,103.56,Visa
2977,2012-01-01,11:23,Plano,Baby,179.26,Amex
2978,2012-01-01,11:23,Corpus Christi,Consumer Electronics,245.78,Amex
2979,2012-01-01,11:23,Santa Ana,Cameras,47.62,Visa
2980,2012-01-01,11:23,San Bernardino,Books,294.96,MasterCard
2981,2012-01-01,11:23,Norfolk,Music,450.81,MasterCard
2982,2012-01-01,11:23,Washington,Sporting Goods,125.52,Discover
2983,2012-01-01,11:23,Indianapolis,Garden,165.78,Amex
2984,2012-01-01,11:23,Mesa,Baby,243.24,Cash
2985,2012-01-01,11:23,Dallas,Music,162.24,MasterCard
2986,2012-01-01,11:24,Irving,Consumer Electronics,330.56,Visa
2987,2012-01-01,11:24,Stockton,Video Games,40.85,Discover
2988,2012-01-01,11:24,Chandler,Children's Clothing,90.47,MasterCard
2989,2012-01-01,11:24,Santa Ana,Pet Supplies,106.97,Visa
2990,2012-01-01,11:24,San Francisco,CDs,388.63,Discover
2991,2012-01-01,11:24,Los Angeles,Men's Clothing,220.11,MasterCard
2992,2012-01-01,11:24,Chesapeake,CDs,489.43,Cash
2993,2012-01-01,11:24,Greensboro,Toys,165.23,MasterCard
2994,2012-01-01,11:24,New Orleans,Children's Clothing,378,Visa
2995,2012-01-01,11:24,Detroit,Toys,225.38,Discover
2996,2012-01-01,11:24,Austin,Baby,225.98,Discover
2997,2012-01-01,11:24,Columbus,Children's Clothing,254.28,MasterCard
2998,2012-01-01,11:24,Oakland,Computers,478.2,MasterCard
2999,2012-01-01,11:24,Rochester,Sporting Goods,119.41,Discover
3000,2012-01-01,11:24,San Jose,Pet Supplies,281.07,Visa
3001,2012-01-01,11:24,Columbus,Video Games,375.78,Visa
3002,2012-01-01,11:24,Las Vegas,Sporting Goods,355.38,MasterCard
3003,2012-01-01,11:24,Plano,Music,88.87,Discover
3004,2012-01-01,11:25,Plano,DVDs,36.07,Amex
3005,2012-01-01,11:25,Boise,Computers,95.19,Amex
3006,2012-01-01,11:25,Honolulu,Baby,419.17,Cash
3007,2012-01-01,11:25,Glendale,Men's Clothing,427.32,MasterCard
3008,2012-01-01,11:25,Corpus Christi,Crafts,12.14,Visa
3009,2012-01-01,11:25,Toledo,Crafts,287.2,Visa
3010,2012-01-01,11:25,St. Louis,Video Games,196.38,Visa
3011,2012-01-01,11:25,San Antonio,Baby,166.66,MasterCard
3012,2012-01-01,11:25,North Las Vegas,Crafts,74.87,Amex
3013,2012-01-01,11:25,Sacramento,DVDs,64.29,Visa
3014,2012-01-01,11:25,San Jose,Video Games,160.99,MasterCard
3015,2012-01-01,11:25,Anchorage,Sporting Goods,230.46,Visa
3016,2012-01-01,11:25,El Paso,Women's Clothing,439.58,Discover
3017,2012-01-01,11:25,Saint Paul,Consumer Electronics,418.38,Visa
3018,2012-01-01,11:25,Lincoln,Music,192.55,Cash
3019,2012-01-01,11:25,New Orleans,Baby,146.14,Cash
3020,2012-01-01,11:25,St. Louis,Video Games,253.08,MasterCard
3021,2012-01-01,11:25,Jacksonville,Books,316.39,Visa
3022,2012-01-01,11:26,Arlington,Toys,378.88,Discover
3023,2012-01-01,11:26,Mesa,Garden,426.49,Cash
3024,2012-01-01,11:26,Norfolk,Consumer Electronics,55.02,Amex
3025,2012-01-01,11:26,Stockton,Garden,69.1,Discover
3026,2012-01-01,11:26,Chula Vista,Men's Clothing,29.19,Amex
3027,2012-01-01,11:26,Arlington,Music,406.69,Amex
3028,2012-01-01,11:26,Glendale,Baby,74.74,Cash
3029,2012-01-01,11:26,Tulsa,Women's Clothing,41.39,MasterCard
3030,2012-01-01,11:26,Indianapolis,Garden,357.63,MasterCard
3031,2012-01-01,11:26,Seattle,Children's Clothing,136.41,Discover
3032,2012-01-01,11:26,Winston–Salem,Men's Clothing,188.32,Cash
3033,2012-01-01,11:26,Jacksonville,Sporting Goods,471.29,Discover
